source_type,title,category,subcategory,reference,price,price_min,price_max,currency,unit,dimensions,tile_m2,city,supplier,in_stock,description,listing_url,scraped_at,price_norm,price_min_norm,price_max_norm
blog_article,Climatiseur Westpoint Chaud & Froid R410A,climatisation,,,24000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur Westpoint Chaud & Froid R410A – 24000,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.525549,0.033237724727543175,,
blog_article,Climatiseur Falcon Chaud & Froid R410A,climatisation,,,24000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur Falcon Chaud & Froid R410A – 24000,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,0.033237724727543175,,
blog_article,Climatiseur TCL 24000 BTU – Chaud & Froid – Intensité de démarrage,climatisation,,,10.1,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur TCL 24000 BTU – Chaud & Froid – Intensité de démarrage: 10.1,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,1.2603162424294464e-05,,
blog_article,Climatiseur Westpoint Chaud & Froid R410A,climatisation,,,18000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur Westpoint Chaud & Froid R410A – 18000,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,0.024927947304931437,,
blog_article,Climatiseur Falcon Chaud & Froid R410A,climatisation,,,18000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur Falcon Chaud & Froid R410A – 18000,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,0.024927947304931437,,
blog_article,Climatiseur TCL 18000 BTU – Chaud & Froid – Intensité de démarrage,climatisation,,,8.3,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur TCL 18000 BTU – Chaud & Froid – Intensité de démarrage: 8.3,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,1.0110229197510946e-05,,
blog_article,Climatiseur Westpoint Chaud & Froid R410A,climatisation,,,12000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Climatiseur Westpoint Chaud & Froid R410A – 12000,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.524550,0.016618169882319702,,
blog_article,bsorbée Max (IEC60335): 1130W – Débit d’air: 520 m3/h – Tension minimale: 4.5MPa – Niveau de bruit: 40 dB(A) – Tension,climatisation,,,230.0,220.0,240.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 220.0 – 240.0 DT/unité,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.532664,0.00031715650496301457,4.131140898502395e-05,0.0008234516832483445
blog_article,m3/h – Tension minimale: 4.5MPa – Niveau de bruit: 40 dB(A) – Tension: 220-240V – Fréquence: 50Hz – Surface appropriée,climatisation,,,25.0,20.0,30.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 30.0 DT/unité,https://www.sm-devis.tn/devis-climatiseur-armoire-tunisie/,2026-04-05 09:36:49.532664,3.323910969044694e-05,3.5840948434495667e-06,9.931075576864456e-05
blog_article,e de canalisations et le changement de pièces de robinetterie défectueuses. Le coût moyen de ce type de dépannage varie,construction,,,140.0,90.0,190.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 90.0 – 190.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.00019250984362383853,1.6788654793000602e-05,0.0006510371767055589
blog_article,Réalisation de dallage en béton armé sur terre-plein (,construction,,,13.5,12.0,15.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 12.0 – 15.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-maconnerie-prix-travaux-de-gros-oeuvre-tunisie/,2026-04-05 09:40:52.696998,1.7312036297107782e-05,2.0750022777865914e-06,4.7586403805808854e-05
blog_article,Remplacement de chauffe-eau,construction,,,285.0,150.0,420.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 150.0 – 420.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.0003933294646702888,2.8106849035472917e-05,0.0014441439068023732
blog_article,Réparation de l’étanchéité de la douche / baignoire,construction,,,220.0,120.0,320.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 120.0 – 320.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.00030330687592532835,2.244775191423676e-05,0.0010993148937168016
blog_article,Les coûts d’une rénovation complète se décomposent souvent de la manière suivante,construction,,,1.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Les coûts d’une rénovation complète se décomposent souvent de la manière suivante : 1,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,0.0,,
blog_article,Petite Rénovation,construction,,,300.0,150.0,450.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 150.0 – 450.0 DT/m,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.00041410390822681816,2.8106849035472917e-05,0.0015475926107280445
blog_article,Réparation de l’étanchéité de la douche / baignoire,construction,,,120320.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.669373,0.1666373516185369,,
blog_article,Remplacement de chauffe-eau,construction,,,150420.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.669373,0.20832473502197243,,
blog_article,Rénovation Standard,construction,,,750.0,500.0,1000.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 1000.0 DT/m,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.0010373372149226983,9.41296487832281e-05,0.003444152182698687
blog_article,Rénovation Complète,construction,,,1250.0,1000.0,1500.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1000.0 – 1500.0 DT/m,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.0017298186668070095,0.00018844793413716406,0.005168297248126544
blog_article,Devis construction maison,construction,,,13150.5,8923.0,17378.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 8923.0 – 17378.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.0182115697031055,0.0016830154838556335,0.05992024794585357
blog_article,Devis construction maison,construction,,,28850.0,19890.0,37810.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 19890.0 – 37810.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.039954794810820995,0.003751792754808865,0.13037571189949754
blog_article,Remplacement de pièce défectueuse,construction,,,96.0,62.0,130.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 62.0 – 130.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.00013157147585801914,1.1506830813180188e-05,0.000444139768854216
blog_article,Débouchage canalisation,construction,,,116.5,53.0,180.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 53.0 – 180.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.0001599632153852759,9.80910167680934e-06,0.0006165542753970017
blog_article,Dépannage de chasse d’eau,construction,,,106.5,55.0,158.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 55.0 – 158.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.0001461135863475897,1.0186374818225084e-05,0.000540691892518176
blog_article,Réparation ou remplacement de robinet,construction,,,134.0,88.0,180.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 88.0 – 180.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.0001842000662012268,1.641138165158486e-05,0.0006165542753970017
blog_article,Dépannage de fuite,construction,,,365.0,180.0,550.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 180.0 – 550.0 DT/unité,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.671286,0.0005041264969717786,3.376594615670908e-05,0.0018924216238136156
blog_article,Prix,construction,,,12635.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix :
 environ 
12 635 dt",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.171059,0.017497621326212777,,
blog_article,Devis construction maison,construction,,,90904.0,67728.0,114080.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 67728.0 – 114080.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.1258972828412791,0.012775789024332043,0.3933768001798628
blog_article,Devis construction maison,construction,,,63088.0,43766.0,82410.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 43766.0 – 82410.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.0873731547100511,0.008255679517030014,0.2841694517356624
blog_article,Versement 2,construction,,,35.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Versement 2: 35% (lorsque le chantier est terminé),http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.170072,4.708873872813317e-05,,
blog_article,Versement 1,construction,,,35.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Versement 1: 35% (chantier en cours),http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.170072,4.708873872813317e-05,,
blog_article,Acompte,construction,,,30.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Acompte: 30%,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.170072,4.016392420929005e-05,,
blog_article,entre 1 300 dt/m,construction,,,1301.0,2.0,2600.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 2600.0 DT/m,https://www.sm-devis.tn/prix-surelevation-maison-tunis/,2026-04-05 09:42:25.179159,0.0018004517748992093,1.8863657070787194e-07,0.00896141639206783
blog_article,en 2024 compter à partir de 700 dt /m,construction,,,1451.0,2.0,2900.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 2900.0 DT/m,https://www.sm-devis.tn/prix-2024-pose-travaux-de-renovation-maison-appartement-tunisie/,2026-04-05 09:41:06.142084,0.002008196210464503,1.8863657070787194e-07,0.009995903431324544
blog_article,Prix Climatiseur Mini inverter,construction,,,15.0,12.0,18.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 12.0 – 18.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-travaux-et-batiment-tunisie/,2026-04-05 09:41:01.097074,1.9389480652760716e-05,2.0750022777865914e-06,5.7931274198376e-05
blog_article,Délais,construction,,,3.5,3.0,4.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Délais : 
de 3 à 4",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,3.4624072594215563e-06,3.772731414157439e-07,9.655212366395999e-06
blog_article,Prix,construction,,,26855.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix :
 environ 
26 855 dt",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,0.03719179381780259,,
blog_article,Devis construction maison,construction,,,43127.0,32042.0,54212.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 32042.0 – 54212.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.174984,0.059727910187925615,0.006044104362050925,0.18693456662579294
blog_article,Délais,construction,,,5.0,3.0,7.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Délais :
 de 3 à 7",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,5.53985161507449e-06,3.772731414157439e-07,2.000008275896314e-05
blog_article,Dépannage de fuite,construction,,,180550.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.668292,0.25005366731252104,,
blog_article,Réparation ou remplacement de robinet,construction,,,88180.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.668292,0.12212464389141336,,
blog_article,Dépannage de chasse d’eau,construction,,,55158.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.668292,0.07639039888316591,,
blog_article,Débouchage canalisation,construction,,,53180.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.668292,0.07365094225951158,,
blog_article,Remplacement de pièce défectueuse,construction,,,62130.0,,,TND,pièce,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-plomberie-maison-tunisie/,2026-04-05 09:41:40.669373,0.08604636024824075,,
blog_article,puis,construction,,,2.5,1.0,4.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1.0 – 4.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.175977,2.077444355652934e-06,0.0,9.655212366395999e-06
blog_article,d’un acompte (,construction,,,30.0,20.0,40.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 40.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.175977,4.016392420929005e-05,3.5840948434495667e-06,0.0001337936570772017
blog_article,Il convient donc d’être patient et de ne pas se mettre de pression inutile. Rencontrez plusieurs entreprises (,construction,,,2.5,2.0,3.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 3.0 DT/unité,http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.175977,2.077444355652934e-06,1.8863657070787194e-07,6.206922235540285e-06
blog_article,Prix,construction,,,38935.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix :
 environ 
38 935 dt",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,0.05392214569532755,,
blog_article,le tarifs moyen des fondations d’un immeuble en Tunisie se situe,construction,,,450.0,250.0,650.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 650.0 DT/unité,https://www.sm-devis.tn/entreprise-construction-immeuble-dhabitations-tunis/,2026-04-05 09:40:08.913266,0.0006218483437921116,4.697050610626011e-05,0.002237250636899187
blog_article,Maison en parpaings Tunis,construction,,,2350.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,180 000 dt  à 290 000 dt,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.661507,0.0032532778609524944,,
blog_article,Délais,construction,,,10.0,8.0,12.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Délais : 
de 8 à 12",http://www.sm-devis.tn/devis-travaux-et-batiment/devis-construction-maison-899.html/,2026-04-05 09:34:13.172055,1.2464666133917603e-05,1.3204559949551035e-06,3.7241533413241716e-05
blog_article,Prix  estimatif  m2 traditionnelle Tunis,construction,,,1260.0,,,TND,m,,,Tunis,SM Devis (source blog),True,Prix  estimatif  m2 traditionnelle Tunis  : 1260 dt/m2 à 1800 dt/m2 TTC ;,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.663568,0.0017436682958446958,,
blog_article,Prix estimatif m2contemporaine Tunis,construction,,,1850.0,,,TND,m,,,Tunis,SM Devis (source blog),True,Prix estimatif m2contemporaine Tunis : 1850 dt/m2 à 23040 dt/m2 TTC ;,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.663568,0.002560796409068183,,
blog_article,Prix estimatif m2à ossature bois Tunis,construction,,,1750.0,,,TND,m,,,Tunis,SM Devis (source blog),True,Prix estimatif m2à ossature bois Tunis : 1750 dt/m2 à 2880 dt/m2 TTC ;,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.663568,0.0024223001186913207,,
blog_article,Prix estimatif m2 écologique (bbc) tunis,construction,,,1800.0,,,TND,m,,,Tunis,SM Devis (source blog),True,Prix estimatif m2 écologique (bbc) tunis : 1800 dt/m2 à 3700 dt/m2 TTC.,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.663568,0.002491548263879752,,
blog_article,entre 1 200 dt/m,construction,,,2251.0,2.0,4500.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 4500.0 DT/m,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.669167,0.003116166533479401,1.8863657070787194e-07,0.015513167640693687
blog_article,Maison en containers Tunis,construction,,,1850.0,1200.0,2500.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1200.0 – 2500.0 DT/m²,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.669167,0.002560796409068183,0.00022617524827873845,0.008616587378982259
blog_article,1200 dt / m²  à 2 500 dt / m²,construction,,,185000.0,120000.0,250000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 120000.0 – 250000.0 DT/unité,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.669167,0.2562167522342914,0.022636199848373926,0.8620683947657715
blog_article,Maison en bois Tunis,construction,,,2185.0,1500.0,2870.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1500.0 – 2870.0 DT/m²,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.669167,0.0030247589818306717,0.00028276621949110004,0.009892454727398872
blog_article,1 500 dt / m²  à 2 870 dt / m²,construction,,,218500.0,150000.0,287000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 150000.0 – 287000.0 DT/unité,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.670165,0.30261300951054027,0.028295296969610084,0.9896551296074328
blog_article,Maison en briques Tunis,construction,,,2200.0,1900.0,2500.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1900.0 – 2500.0 DT/m²,https://www.sm-devis.tn/prix-estimatif-dun-construction-m2-en-tunis/,2026-04-05 09:41:23.670165,0.003045533425387201,0.00035822084777424883,0.008616587378982259
